Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","221","Oman","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","79276.747592","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","221","Oman","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","12.29315","Fc","Donnée calculée",""
"MK","Indicateurs macro","226","Ouganda","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","27208.082675","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","226","Ouganda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.019466","Fc","Donnée calculée",""
"MK","Indicateurs macro","235","Ouzbékistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","59159.9487","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","235","Ouzbékistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-27.65877","Fc","Donnée calculée",""
"MK","Indicateurs macro","165","Pakistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","303091.943222","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","165","Pakistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.214046","Fc","Donnée calculée",""
"MK","Indicateurs macro","180","Palaos","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","286.32175","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","180","Palaos","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-4.599356","Fc","Donnée calculée",""
"MK","Indicateurs macro","299","Palestine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","16127.6","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","299","Palestine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.687967","Fc","Donnée calculée",""
"MK","Indicateurs macro","166","Panama","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","62283.756584","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","166","Panama","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.464358","Fc","Donnée calculée",""
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","22005.850365","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","168","Papouasie-Nouvelle-Guinée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.447285","Fc","Donnée calculée",""
"MK","Indicateurs macro","169","Paraguay","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","39008.900667","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","169","Paraguay","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.194471","Fc","Donnée calculée",""
"MK","Indicateurs macro","150","Pays-Bas","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","833869.641687","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","150","Pays-Bas","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.424971","Fc","Donnée calculée",""
"MK","Indicateurs macro","170","Pérou","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","210715.971528","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","170","Pérou","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.799552","Fc","Donnée calculée",""
"MK","Indicateurs macro","171","Philippines","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","313619.624581","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","171","Philippines","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.860566","Fc","Donnée calculée",""
"MK","Indicateurs macro","173","Pologne","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","526376.168636","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","173","Pologne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.511131","Fc","Donnée calculée",""
"MK","Indicateurs macro","70","Polynésie française","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","5685.946207","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","70","Polynésie française","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.768942","Fc","Donnée calculée",""
"MK","Indicateurs macro","177","Porto Rico","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","104250.2","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","177","Porto Rico","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-0.082905","Fc","Donnée calculée",""
"MK","Indicateurs macro","174","Portugal","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","221357.874719","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","174","Portugal","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.306288","Fc","Donnée calculée",""
"MK","Indicateurs macro","179","Qatar","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","166928.689894","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","179","Qatar","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.015349","Fc","Donnée calculée",""
"MK","Indicateurs macro","212","République arabe syrienne","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","13182.092626","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","212","République arabe syrienne","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.501663","Fc","Donnée calculée",""
"MK","Indicateurs macro","37","République centrafricaine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1997.35427","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","37","République centrafricaine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.279298","Fc","Donnée calculée",""
"MK","Indicateurs macro","117","République de Corée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1623901.466309","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","117","République de Corée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.252047","Fc","Donnée calculée",""
"MK","Indicateurs macro","146","République de Moldova","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","9669.741766","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","146","République de Moldova","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","19.801505","Fc","Donnée calculée",""
"MK","Indicateurs macro","250","République démocratique du Congo","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","37642.464497","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","250","République démocratique du Congo","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-6.681245","Fc","Donnée calculée",""
"MK","Indicateurs macro","120","République démocratique populaire lao","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","16853.104545","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","120","République démocratique populaire lao","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.626803","Fc","Donnée calculée",""
"MK","Indicateurs macro","56","République dominicaine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","76011.274397","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","56","République dominicaine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.07067","Fc","Donnée calculée",""
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","17364.724931","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","116","République populaire démocratique de Corée","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.446525","Fc","Donnée calculée",""
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","54724.041971","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","215","République-Unie de Tanzanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.226098","Fc","Donnée calculée",""
"MK","Indicateurs macro","183","Roumanie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","211695.857898","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","183","Roumanie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","12.308527","Fc","Donnée calculée",""
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","2666229.179958","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-1.041243","Fc","Donnée calculée",""
"MK","Indicateurs macro","184","Rwanda","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","9136.162028","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","184","Rwanda","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.800621","Fc","Donnée calculée",""
"MK","Indicateurs macro","189","Sainte-Lucie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1816.72873","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","189","Sainte-Lucie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.766109","Fc","Donnée calculée",""
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","996.944444","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","188","Saint-Kitts-et-Nevis","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.65431","Fc","Donnée calculée",""
"MK","Indicateurs macro","192","Saint-Marin","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1528.621195","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","192","Saint-Marin","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.175944","Fc","Donnée calculée",""
"MK","Indicateurs macro","191","Saint-Vincent-et-les Grenadines","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","792.177778","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","191","Saint-Vincent-et-les Grenadines","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.29177","Fc","Donnée calculée",""
"MK","Indicateurs macro","244","Samoa","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","824.532614","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","244","Samoa","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","0.352359","Fc","Donnée calculée",""
"MK","Indicateurs macro","193","Sao Tomé-et-Principe","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","365.493009","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","193","Sao Tomé-et-Principe","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.273411","Fc","Donnée calculée",""
"MK","Indicateurs macro","195","Sénégal","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","20939.966699","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","195","Sénégal","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.977013","Fc","Donnée calculée",""
"MK","Indicateurs macro","272","Serbie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","44120.444864","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","272","Serbie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.58971","Fc","Donnée calculée",""
"MK","Indicateurs macro","196","Seychelles","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1503.197143","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","196","Seychelles","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","5.297144","Fc","Donnée calculée",""
"MK","Indicateurs macro","197","Sierra Leone","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","3739.051196","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","197","Sierra Leone","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-3.201634","Fc","Donnée calculée",""
"MK","Indicateurs macro","200","Singapour","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","336678.892771","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","200","Singapour","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.356258","Fc","Donnée calculée",""
"MK","Indicateurs macro","280","Sint Maarten (partie néerlandaise)","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1043","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","280","Sint Maarten (partie néerlandaise)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-2.711308","Fc","Donnée calculée",""
"MK","Indicateurs macro","199","Slovaquie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","95477.26964","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","199","Slovaquie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.511022","Fc","Donnée calculée",""
"MK","Indicateurs macro","198","Slovénie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","48561.672401","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","198","Slovénie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","8.757","Fc","Donnée calculée",""
"MK","Indicateurs macro","201","Somalie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","1497.300283","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","201","Somalie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.042291","Fc","Donnée calculée",""
"MK","Indicateurs macro","276","Soudan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","124021.599914","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","276","Soudan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","38.306747","Fc","Donnée calculée",""
"MK","Indicateurs macro","277","Soudan du Sud","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","7620.963066","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","277","Soudan du Sud","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","12.326561","Fc","Donnée calculée",""
"MK","Indicateurs macro","38","Sri Lanka","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","88019.695921","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","38","Sri Lanka","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","6.818652","Fc","Donnée calculée",""
"MK","Indicateurs macro","210","Suède","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","540545.236388","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","210","Suède","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.808752","Fc","Donnée calculée",""
"MK","Indicateurs macro","211","Suisse","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","679950.482029","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","211","Suisse","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","1.287229","Fc","Donnée calculée",""
"MK","Indicateurs macro","207","Suriname","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","3210.020005","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","207","Suriname","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.589448","Fc","Donnée calculée",""
"MK","Indicateurs macro","208","Tadjikistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","7157.830305","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","208","Tadjikistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","2.950364","Fc","Donnée calculée",""
"MK","Indicateurs macro","39","Tchad","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","10394.020227","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","39","Tchad","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","0.015032","Fc","Donnée calculée",""
"MK","Indicateurs macro","167","Tchéquie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","215913.545038","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","167","Tchéquie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.67366","Fc","Donnée calculée",""
"MK","Indicateurs macro","216","Thaïlande","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","455275.339459","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","216","Thaïlande","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","10.409129","Fc","Donnée calculée",""
"MK","Indicateurs macro","176","Timor-Leste","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","2487.269437","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","176","Timor-Leste","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-0.649589","Fc","Donnée calculée",""
"MK","Indicateurs macro","217","Togo","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","4631.639952","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","217","Togo","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","3.224015","Fc","Donnée calculée",""
"MK","Indicateurs macro","219","Tonga","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","492.40682","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","219","Tonga","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","16.832899","Fc","Donnée calculée",""
"MK","Indicateurs macro","220","Trinité-et-Tobago","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","22474.742028","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","220","Trinité-et-Tobago","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","0.851912","Fc","Donnée calculée",""
"MK","Indicateurs macro","222","Tunisie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","39813.043886","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","222","Tunisie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-4.758163","Fc","Donnée calculée",""
"MK","Indicateurs macro","213","Turkménistan","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","37915.175476","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","213","Turkménistan","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","4.826581","Fc","Donnée calculée",""
"MK","Indicateurs macro","223","Turquie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","852669.15047","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","223","Turquie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-1.278501","Fc","Donnée calculée",""
"MK","Indicateurs macro","227","Tuvalu","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","43.912497","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","227","Tuvalu","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","11.042958","Fc","Donnée calculée",""
"MK","Indicateurs macro","230","Ukraine","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","112190.328583","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","230","Ukraine","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","20.174907","Fc","Donnée calculée",""
"MK","Indicateurs macro","234","Uruguay","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","59530.101407","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","234","Uruguay","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","12.98693","Fc","Donnée calculée",""
"MK","Indicateurs macro","155","Vanuatu","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","880.046992","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","155","Vanuatu","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.413919","Fc","Donnée calculée",""
"MK","Indicateurs macro","236","Venezuela (République bolivarienne du)","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","248029.436649","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","236","Venezuela (République bolivarienne du)","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-14.082979","Fc","Donnée calculée",""
"MK","Indicateurs macro","237","Viet Nam","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","223779.866149","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","237","Viet Nam","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","9.014049","Fc","Donnée calculée",""
"MK","Indicateurs macro","249","Yémen","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","24152.03881","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","249","Yémen","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","-2.386834","Fc","Donnée calculée",""
"MK","Indicateurs macro","251","Zambie","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","25868.138215","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","251","Zambie","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","20.582405","Fc","Donnée calculée",""
"MK","Indicateurs macro","181","Zimbabwe","6110","Valeur (US $)","22008","Produit Intérieur Brut","2017","2017","millions","22040.902301","X","Sources internationales sûres","Data from UNSD AMA"
"MK","Indicateurs macro","181","Zimbabwe","6129","Croissance annuelle US$","22008","Produit Intérieur Brut","2017","2017","%","7.261899","Fc","Donnée calculée",""
